pl_name,hostname,pl_orbper,pl_tranmid,pl_tranmiderr1
Kepler-968 b,Kepler-968,3.692983728,2454965.736952,0.00078
Kepler-1047 b,Kepler-1047,56.1886887,2454979.38005,0.00377
Kepler-1148 b,Kepler-1148,1.104463509,2454965.32076,0.001
Kepler-1147 b,Kepler-1147,10.62784997,2454970.82181,0.00709
Kepler-1081 b,Kepler-1081,3.856918547,2454967.47172,0.00216
Kepler-1062 b,Kepler-1062,9.30412078,2454973.34013,0.00213
Kepler-1063 b,Kepler-1063,14.07971466,2454972.95846,0.00167
Kepler-1064 b,Kepler-1064,16.54080322,2454966.9536,0.00215
Kepler-1084 b,Kepler-1084,2.05333679,2454967.51799,0.00177
Kepler-1087 b,Kepler-1087,0.693842855,2454965.18012,0.00211
Kepler-1207 b,Kepler-1207,13.68237119,2454972.1874,0.00533
Kepler-1209 b,Kepler-1209,25.369116,2454976.68738,0.00425
Kepler-1114 b,Kepler-1114,14.97435694,2454974.50172,0.00284
Kepler-1115 b,Kepler-1115,23.5540725,2454977.21245,0.00475
Kepler-1154 b,Kepler-1154,5.1856142,2454965.32089,0.00422
Kepler-1089 b,Kepler-1089,5.132485618,2454965.1593,0.00174
Kepler-1216 b,Kepler-1216,4.37034536,2454964.92397,0.00381
Kepler-1215 b,Kepler-1215,4.76703963,2454965.69039,0.00393
Kepler-1117 b,Kepler-1117,4.79028459,2454967.95434,0.00324
Kepler-1156 b,Kepler-1156,11.89520511,2454965.88994,0.00418
Kepler-1092 b,Kepler-1092,58.6017925,2454970.66944,0.00508
Kepler-1093 b,Kepler-1093,25.0824626,2454967.13343,0.00408
Kepler-1210 b,Kepler-1210,8.07124073,2454970.76385,0.00539
Kepler-1212 b,Kepler-1212,12.94130146,2454972.89312,0.00486
Kepler-1120 b,Kepler-1120,2.949029052,2454966.13641,0.0021
Kepler-1159 b,Kepler-1159,22.70816791,2454966.72172,0.00357
Kepler-1160 b,Kepler-1160,7.97034958,2454969.55753,0.00342
Kepler-1096 b,Kepler-1096,2.892217506,2454965.87706,0.00161
Kepler-1094 b,Kepler-1094,78.1000231,2454972.49588,0.0065
Kepler-1214 b,Kepler-1214,18.82634264,2454967.70171,0.00393
Kepler-1122 b,Kepler-1122,42.1917357,2454988.31547,0.00578
Kepler-1124 b,Kepler-1124,2.852348975,2454965.044317,0.000872
Kepler-1161 b,Kepler-1161,10.71252541,2454970.16618,0.00297
Kepler-1097 b,Kepler-1097,187.747029,2454990.35773,0.00581
Kepler-1098 b,Kepler-1098,2.543072855,2454965.67929,0.00346
Kepler-1046 b,Kepler-1046,14.37508035,2454972.05865,0.00238
TOI-4153 b,TOI-4153,4.6174141,2459557.05746,0.00015
Kepler-1125 b,Kepler-1125,17.6700642,2454964.59796,0.00577
Kepler-1126 b,Kepler-1126,108.593329,2455006.75102,0.00774
Kepler-1166 b,Kepler-1166,33.2406882,2454976.46245,0.00779
Kepler-1164 b,Kepler-1164,3.97599768,2454966.62134,0.0022
Kepler-1102 b,Kepler-1102,51.3285623,2455010.67237,0.00511
Kepler-1100 b,Kepler-1100,6.42200058,2454967.58093,0.00294
Kepler-1000 b,Kepler-1000,120.0181272,2454967.18927,0.00268
Kepler-1127 b,Kepler-1127,5.12330347,2454965.08566,0.0035
Kepler-1128 b,Kepler-1128,61.6178167,2455012.07877,0.00467
Kepler-1073 b,Kepler-1073,8.67888593,2454966.03761,0.00223
Kepler-1169 b,Kepler-1169,6.11009134,2454969.913,0.00371
Kepler-1106 b,Kepler-1106,1.252752174,2454966.17052,0.00137
Kepler-1037 b,Kepler-1037,1.063788673,2454964.524735,0.00099
Kepler-1131 b,Kepler-1131,3.53232449,2454967.74478,0.00274
Kepler-1132 b,Kepler-1132,62.8916228,2454972.12956,0.00536
Kepler-480 b,Kepler-480,4.919583795,2454967.602759,0.000799
Kepler-1108 b,Kepler-1108,4.51005748,2454967.56728,0.00246
Kepler-1109 b,Kepler-1109,37.6467384,2454994.4638,0.0045
Kepler-994 b,Kepler-994,1.151166506,2454966.231885,0.000406
Kepler-1133 b,Kepler-1133,11.55562343,2454971.19596,0.00207
Kepler-1172 b,Kepler-1172,26.0204423,2454987.52468,0.00622
Kepler-1173 b,Kepler-1173,0.7698536,2454965.52142,0.00123
Kepler-1111 b,Kepler-1111,8.79617863,2454968.67717,0.00292
Kepler-1049 b,Kepler-1049,3.273460736,2454967.44686,0.00128
Kepler-1135 b,Kepler-1135,76.957857,2455025.33214,0.00658
Kepler-478 b,Kepler-478,13.2217576,2454972.570157,0.000873
Kepler-1175 b,Kepler-1175,37.94563,2454967.78267,0.00384
Kepler-1174 b,Kepler-1174,6.89225223,2454965.4643,0.0029
Kepler-508 b,Kepler-508,25.30889748,2455004.50636,0.00188
Kepler-954 b,Kepler-954,16.78176602,2454972.793332,0.00072
Kepler-1050 b,Kepler-1050,15.3787546,2454976.41074,0.00327
Kepler-1136 b,Kepler-1136,2.361724329,2454966.2393,0.00132
Kepler-1177 b,Kepler-1177,106.247547,2454968.7451,0.0132
Kepler-1075 b,Kepler-1075,1.52372816,2454964.61924,0.00147
Kepler-1186 b,Kepler-1186,16.07677615,2454976.38764,0.00383
Kepler-1188 b,Kepler-1188,17.1369543,2454974.01371,0.00633
Kepler-1001 b,Kepler-1001,14.30511983,2454968.06626,0.00255
Kepler-1277 b,Kepler-1277,40.8365012,2454985.8751,0.00921
Kepler-1276 b,Kepler-1276,12.5720095,2454976.08176,0.00651
Kepler-1323 b,Kepler-1323,0.929906678,2454965.250751,0.000712
Kepler-1322 b,Kepler-1322,0.962867382,2454965.12398,0.00183
Kepler-1368 b,Kepler-1368,0.675649486,2454964.68163,0.00355
Kepler-1236 b,Kepler-1236,31.0571618,2454980.5629,0.00674
Kepler-1280 b,Kepler-1280,66.5579057,2455014.32368,0.00866
Kepler-1279 b,Kepler-1279,23.4774101,2454978.35073,0.0089
Kepler-1281 b,Kepler-1281,3.11602791,2454966.85446,0.00318
Kepler-1327 b,Kepler-1327,14.88801098,2454974.93758,0.00446
Kepler-1325 b,Kepler-1325,33.8786838,2454993.21784,0.00488
Kepler-1372 b,Kepler-1372,1.311555568,2454964.53493,0.00382
Kepler-1239 b,Kepler-1239,5.19104016,2454968.21466,0.00436
Kepler-1283 b,Kepler-1283,12.9460978,2454972.4214,0.0109
Kepler-1330 b,Kepler-1330,10.10769068,2454968.10813,0.00429
Kepler-1373 b,Kepler-1373,1.29123275,2454964.98938,0.0042
Kepler-1374 b,Kepler-1374,10.65276707,2454969.08934,0.00447
Kepler-1287 b,Kepler-1287,11.47685909,2454972.62986,0.0049
Kepler-1333 b,Kepler-1333,109.6471842,2455023.67583,0.00541
Kepler-1332 b,Kepler-1332,11.87456832,2454973.21371,0.00257
Kepler-528 b,Kepler-528,19.78297415,2455010.72336,0.00247
Kepler-1376 b,Kepler-1376,5.30880656,2454967.24408,0.00636
Kepler-1289 b,Kepler-1289,7.99019627,2454965.27183,0.0052
Kepler-1335 b,Kepler-1335,6.26406846,2454965.82895,0.00335
Kepler-1334 b,Kepler-1334,15.64591713,2454979.04844,0.00349
Kepler-1377 b,Kepler-1377,0.740928422,2454964.90927,0.00211
Kepler-1378 b,Kepler-1378,11.95398936,2454973.26442,0.00608
Kepler-1247 b,Kepler-1247,13.71220213,2454968.51865,0.00427
Kepler-520 b,Kepler-520,19.67416124,2455009.26985,0.0019
Kepler-1291 b,Kepler-1291,8.63043276,2454972.5825,0.00672
Kepler-1292 b,Kepler-1292,3.27646405,2454964.97934,0.00437
Kepler-1337 b,Kepler-1337,24.4002549,2454968.62939,0.00349
Kepler-1381 b,Kepler-1381,25.3842686,2454970.77342,0.00495
Kepler-1248 b,Kepler-1248,7.46725407,2454969.38542,0.00586
Kepler-1251 b,Kepler-1251,45.0904643,2454966.5596,0.00733
Kepler-1293 b,Kepler-1293,5.57654784,2454969.42771,0.00578
Kepler-1341 b,Kepler-1341,132.9968322,2455091.38598,0.00548
Kepler-1342 b,Kepler-1342,2.215710358,2454964.82215,0.00307
Kepler-1388 b,Kepler-1388,12.2854603,2454964.90294,0.00837
Kepler-1252 b,Kepler-1252,15.0540329,2454968.53067,0.007
Kepler-1253 b,Kepler-1253,68.8861915,2454993.29804,0.00588
Kepler-1295 b,Kepler-1295,3.81371974,2454965.57103,0.00496
Kepler-1344 b,Kepler-1344,4.7683049,2454967.8621,0.00453
Kepler-1343 b,Kepler-1343,3.35183158,2454964.64828,0.00283
Kepler-1379 b,Kepler-1379,0.881841146,2454964.69064,0.00319
Kepler-1382 b,Kepler-1382,16.3583055,2454974.2569,0.00499
Kepler-1256 b,Kepler-1256,12.4127754,2454973.36032,0.00772
Kepler-1254 b,Kepler-1254,9.99113313,2454967.39293,0.00412
Kepler-1347 b,Kepler-1347,14.00947528,2454965.97208,0.00391
Kepler-1346 b,Kepler-1346,3.40165668,2454965.06095,0.00287
Kepler-1386 b,Kepler-1386,6.73972381,2454965.2865,0.00766
Kepler-1259 b,Kepler-1259,0.663085258,2454964.97945,0.000996
Kepler-1257 b,Kepler-1257,2.668313762,2454964.68877,0.00274
Kepler-616 c,Kepler-616,90.4113556,2455041.50399,0.0038
Kepler-1300 b,Kepler-1300,22.2419092,2454977.72514,0.00848
Kepler-1350 b,Kepler-1350,4.4968604,2454967.20635,0.00315
Kepler-1351 b,Kepler-1351,0.916140768,2454965.02275,0.00166
Kepler-516 b,Kepler-516,24.85462415,2455007.000979,0.00093
Kepler-1217 b,Kepler-1217,2.032325072,2454965.31867,0.00299
Kepler-1218 b,Kepler-1218,22.9221266,2454966.6665,0.0078
Kepler-1261 b,Kepler-1261,48.4308991,2454974.46029,0.00486
Kepler-1263 b,Kepler-1263,4.55139967,2454966.06025,0.0038
Kepler-1303 b,Kepler-1303,7.56127224,2454968.63599,0.00525
Kepler-1305 b,Kepler-1305,13.5630972,2454973.6532,0.00704
Kepler-521 b,Kepler-521,22.20813214,2455039.35915,0.00133
Kepler-1219 b,Kepler-1219,16.10467749,2454968.0157,0.00478
Kepler-1220 b,Kepler-1220,7.42693741,2454966.09871,0.00497
Kepler-1264 b,Kepler-1264,0.968526023,2454964.51141,0.00196
Kepler-1265 b,Kepler-1265,6.49441289,2454965.25045,0.00357
Kepler-1223 b,Kepler-1223,16.301259,2454966.79243,0.00467
Kepler-1224 b,Kepler-1224,13.32351601,2454967.03469,0.0045
Kepler-1268 b,Kepler-1268,40.9903986,2454965.41393,0.00818
Kepler-1266 b,Kepler-1266,28.474748,2454987.58191,0.00661
Kepler-1309 b,Kepler-1309,28.8432647,2454976.82205,0.00719
Kepler-517 b,Kepler-517,60.92832271,2455006.370519,0.000981
Kepler-1358 b,Kepler-1358,7.06317341,2454965.53077,0.00371
Kepler-1359 b,Kepler-1359,59.4970952,2454979.95047,0.00685
Kepler-1225 b,Kepler-1225,7.01075434,2454971.40066,0.00346
Kepler-1270 b,Kepler-1270,6.03356196,2454970.11912,0.00809
Kepler-1314 b,Kepler-1314,5.424749281,2454966.729098,0.000697
Kepler-1362 b,Kepler-1362,136.205626,2455067.72365,0.00717
Kepler-1363 b,Kepler-1363,2.94194094,2454966.10708,0.00345
Kepler-1227 b,Kepler-1227,94.2887577,2454999.51295,0.00501
Kepler-1228 b,Kepler-1228,0.577369579,2454965.425551,0.000545
Kepler-1316 b,Kepler-1316,87.9732136,2455001.28919,0.00477
Kepler-1318 b,Kepler-1318,213.257663,2455101.13587,0.00382
Kepler-1364 b,Kepler-1364,13.32196237,2454975.72146,0.00497
Kepler-1366 b,Kepler-1366,2.164570968,2454964.83228,0.0029
Kepler-1231 b,Kepler-1231,10.41725184,2454970.45911,0.00509
Kepler-523 b,Kepler-523,5.835983111,2455002.875149,0.000624
Kepler-1274 b,Kepler-1274,6.98152703,2454965.76973,0.00881
Kepler-1367 b,Kepler-1367,1.574090272,2454964.86218,0.00311
Kepler-1235 b,Kepler-1235,4.16055856,2454965.27378,0.00466
Kepler-1424 b,Kepler-1424,29.6091744,2454970.33591,0.00887
Kepler-1426 b,Kepler-1426,14.2563227,2454966.405,0.0101
Kepler-556 b,Kepler-556,11.72292176,2455010.3185,0.00157
Kepler-1586 b,Kepler-1586,15.6049212,2454964.9938,0.00664
Kepler-770 d,Kepler-770,4.15244722,2454967.58277,0.00353
Kepler-783 b,Kepler-783,4.29264638,2454967.79738,0.00626
Kepler-1427 b,Kepler-1427,0.968972376,2454965.42945,0.0063
Kepler-1428 b,Kepler-1428,10.67607169,2454973.59244,0.00487
Kepler-541 b,Kepler-541,5.08005848,2455007.42776,0.00232
Kepler-1165 b,Kepler-1165,9.478522,2454973.16662,0.00439
Kepler-1553 b,Kepler-1553,4.24261881,2454968.03104,0.00525
Kepler-1588 b,Kepler-1588,7.84931739,2454967.87654,0.00923
Kepler-1589 b,Kepler-1589,0.991665274,2454964.53504,0.00522
Kepler-1432 b,Kepler-1432,23.9109011,2454983.5316,0.0101
Kepler-1556 b,Kepler-1556,8.82713457,2454972.7355,0.00404
Kepler-1590 b,Kepler-1590,7.61760804,2454970.4959,0.00466
Kepler-398 d,Kepler-398,6.83437001,2454969.86347,0.0018
Kepler-1321 c,Kepler-1321,2.226491086,2454966.37482,0.00261
Kepler-1433 b,Kepler-1433,4.13592271,2454966.53956,0.00515
Kepler-1557 b,Kepler-1557,3.74032496,2454967.7027,0.00428
Kepler-1178 b,Kepler-1178,31.80634,2454983.6643,0.0104
Kepler-1592 b,Kepler-1592,3.05710069,2454967.50105,0.0072
Kepler-1365 c,Kepler-1365,4.77468005,2454968.1615,0.00715
Kepler-1370 c,Kepler-1370,7.44142113,2454970.7455,0.00607
Kepler-1336 c,Kepler-1336,5.77721211,2454970.16681,0.00358
Kepler-1558 b,Kepler-1558,3.50470358,2454966.72494,0.00384
Kepler-1594 b,Kepler-1594,2.71603809,2454965.35913,0.00433
Kepler-1595 b,Kepler-1595,4.56380468,2454965.2627,0.00501
Kepler-1388 c,Kepler-1388,5.53608151,2454964.88574,0.00598
Kepler-1439 b,Kepler-1439,8.07392849,2455373.04158,0.00421
Kepler-1438 b,Kepler-1438,2.31942009,2454964.93583,0.00587
Kepler-1440 b,Kepler-1440,39.859484,2454987.7608,0.0207
Kepler-576 b,Kepler-576,29.91136794,2455027.70699,0.00263
Kepler-1596 b,Kepler-1596,66.373379,2455007.0161,0.0145
Kepler-577 b,Kepler-577,25.69578251,2455021.78959,0.00192
Kepler-1393 b,Kepler-1393,2.44357812,2454965.8054,0.00419
Kepler-1394 b,Kepler-1394,3.93766373,2454968.27848,0.00811
Kepler-1441 b,Kepler-1441,39.4419839,2455002.1367,0.0107
Kepler-511 b,Kepler-511,296.637865,2455236.672788,0.000944
Kepler-1563 b,Kepler-1563,3.43276598,2454965.91355,0.00733
Kepler-1564 b,Kepler-1564,18.0540381,2454980.79923,0.00961
Kepler-1603 b,Kepler-1603,2.27163926,2454964.82792,0.00757
Kepler-1395 b,Kepler-1395,3.78470649,2454966.52216,0.00579
Kepler-549 c,Kepler-549,117.040498,2455078.61616,0.00908
Kepler-1565 b,Kepler-1565,1.538188437,2454965.4894,0.00402
Kepler-1567 b,Kepler-1567,153.979578,2454998.4896,0.0109
Kepler-1598 b,Kepler-1598,4.34195123,2454967.18495,0.00482
Kepler-1599 b,Kepler-1599,122.363553,2454967.3327,0.0367
Kepler-1399 b,Kepler-1399,1.638653058,2454965.28994,0.00529
Kepler-684 b,Kepler-684,6.770302008,2455003.57697,0.00103
Kepler-605 c,Kepler-605,2.358951515,2454965.69119,0.00315
Kepler-1569 b,Kepler-1569,5.79180156,2454966.3578,0.00559
Kepler-687 b,Kepler-687,20.50586978,2455014.43474,0.0011
Kepler-1597 b,Kepler-1597,2.94654179,2454965.41542,0.00896
Kepler-1402 b,Kepler-1402,2.03387914,2454964.9169,0.00536
Kepler-610 c,Kepler-610,151.86392,2454976.31517,0.00593
Kepler-619 c,Kepler-619,1.208465026,2454966.67538,0.00114
Kepler-1571 b,Kepler-1571,3.38555488,2454966.97796,0.00376
Kepler-1389 b,Kepler-1389,99.2530951,2454981.53529,0.00735
Kepler-1405 b,Kepler-1405,28.2274184,2454974.49347,0.00432
Kepler-1406 b,Kepler-1406,11.62905828,2454965.82038,0.00472
Kepler-625 c,Kepler-625,4.1653651,2454965.04209,0.00243
Kepler-217 d,Kepler-217,3.88689525,2454965.49387,0.00505
Kepler-1573 b,Kepler-1573,2.6157554,2454964.98236,0.00517
Kepler-1574 b,Kepler-1574,6.9424334,2454968.95984,0.00796
Kepler-758 d,Kepler-758,20.4966197,2454980.4533,0.0088
Kepler-533 b,Kepler-533,28.51120525,2455020.363548,0.000618
Kepler-1407 b,Kepler-1407,20.0711504,2454969.93,0.0222
Kepler-653 c,Kepler-653,0.900376476,2454966.11875,0.00353
Kepler-1541 b,Kepler-1541,8.40691199,2454966.42687,0.00256
Kepler-1245 c,Kepler-1245,2.936584681,2454966.03751,0.00248
Kepler-1050 c,Kepler-1050,21.1284569,2454982.27946,0.00344
Kepler-534 b,Kepler-534,15.95994513,2455004.52201,0.00107
Kepler-1412 b,Kepler-1412,3.6146051,2454966.09455,0.00533
Kepler-1413 b,Kepler-1413,13.1829642,2454974.82502,0.0078
Kepler-1542 b,Kepler-1542,3.95116882,2454967.22178,0.00331
TOI-5301 b,TOI-5301,5.858858,2459277.36981,0.00099
Kepler-536 b,Kepler-536,1.827082299,2455003.525764,0.000193
Kepler-1414 b,Kepler-1414,3.51576315,2454967.29843,0.00287
Kepler-1415 b,Kepler-1415,0.63642408,2454964.69006,0.00205
Kepler-1545 b,Kepler-1545,163.692349,2455071.76652,0.00568
Kepler-1254 d,Kepler-1254,5.72717226,2454966.96398,0.00409
Kepler-555 b,Kepler-555,16.21775407,2455013.04196,0.00145
Kepler-245 e,Kepler-245,3.219821056,2454966.0031,0.00119
Kepler-1417 b,Kepler-1417,20.3505213,2454975.7564,0.0112
Kepler-1418 b,Kepler-1418,22.4764425,2454969.83193,0.00694
Kepler-1548 b,Kepler-1548,124.828679,2455041.78455,0.00874
Kepler-1579 b,Kepler-1579,0.849907889,2454964.67178,0.0028
Kepler-903 c,Kepler-903,62.9228557,2454984.68077,0.00814
Kepler-1419 b,Kepler-1419,42.5215895,2454969.1288,0.0112
Kepler-1154 c,Kepler-1154,8.45808312,2454970.0593,0.0044
Kepler-1583 b,Kepler-1583,9.32807355,2454965.8532,0.00865
Kepler-1582 b,Kepler-1582,4.83817712,2454968.1468,0.011
Kepler-1584 b,Kepler-1584,13.3997099,2454964.84744,0.00992
Kepler-1469 b,Kepler-1469,21.8635301,2454978.23999,0.00486
Kepler-633 b,Kepler-633,8.50340718,2455003.86761,0.00235
Kepler-1511 b,Kepler-1511,23.2382792,2454976.54141,0.00796
Kepler-1525 b,Kepler-1525,2.416601183,2454964.53739,0.00183
Kepler-1617 b,Kepler-1617,27.4785572,2454981.6285,0.0166
Kepler-1470 b,Kepler-1470,16.2950903,2454977.80456,0.00987
Kepler-132 e,Kepler-132,110.2869374,2455072.21903,0.00494
Kepler-695 b,Kepler-695,3.040330424,2455002.9490062,7.82e-05
Kepler-704 b,Kepler-704,3.76182115,2455004.90371,0.00206
Kepler-1527 b,Kepler-1527,160.129918,2455036.48043,0.0067
Kepler-1618 b,Kepler-1618,6.10826019,2454964.8803,0.014
Kepler-630 b,Kepler-630,161.4743937,2455003.60316,0.00406
Kepler-1472 b,Kepler-1472,38.1312831,2454992.3666,0.0208
Kepler-622 b,Kepler-622,14.28226676,2455013.84726,0.00153
Kepler-967 c,Kepler-967,198.7112502,2454989.51739,0.00269
Kepler-154 e,Kepler-154,3.93276465,2454967.65123,0.00262
Kepler-1529 b,Kepler-1529,5.33905686,2454965.14224,0.00195
Kepler-1090 b,Kepler-1090,198.680179,2455103.66913,0.00765
Kepler-1619 b,Kepler-1619,23.6225913,2454979.9602,0.0188
Kepler-1477 b,Kepler-1477,11.55530021,2454967.13083,0.00569
Kepler-598 b,Kepler-598,3.70175428,2455005.4504,0.00214
Kepler-1530 b,Kepler-1530,2.5904434,2454965.2871,0.0548
Kepler-1530 c,Kepler-1530,5.3227406,2454966.2203,0.0976
Kepler-692 b,Kepler-692,21.81293494,2455007.01129,0.00269
Kepler-1622 b,Kepler-1622,10.8118737,2454970.1323,0.00618
Kepler-1479 b,Kepler-1479,14.53261362,2454973.46784,0.0025
Kepler-1480 b,Kepler-1480,22.12679948,2454977.93506,0.00337
Kepler-969 c,Kepler-969,1.682934604,2454964.96803,0.0014
Kepler-990 c,Kepler-990,0.538354308,2454964.64931,0.001
Kepler-1093 c,Kepler-1093,89.722292,2454996.1587,0.0113
Kepler-1531 b,Kepler-1531,1.138543376,2454965.46572,0.00177
Kepler-631 b,Kepler-631,17.97979059,2455015.24346,0.00171
Kepler-1623 b,Kepler-1623,4.36128348,2454965.52717,0.00547
Kepler-1481 b,Kepler-1481,5.94220998,2454966.81407,0.00342
Kepler-1483 b,Kepler-1483,9.5085156,2454973.55871,0.00934
Kepler-636 b,Kepler-636,16.080661147,2455015.760005,0.000276
Kepler-489 b,Kepler-489,17.276296119,2454966.839246,0.000116
Kepler-1016 c,Kepler-1016,105.6551369,2455063.10031,0.00399
Kepler-705 b,Kepler-705,56.0560538,2455034.16561,0.00306
Kepler-1536 b,Kepler-1536,364.758031,2454968.4616,0.0113
Kepler-632 b,Kepler-632,30.99660733,2455024.7859,0.00119
Kepler-545 b,Kepler-545,13.24934059,2455012.52075,0.00129
Kepler-1486 b,Kepler-1486,54.6495759,2455009.0299,0.0154
Kepler-342 e,Kepler-342,1.644224613,2454964.75113,0.00308
Kepler-582 b,Kepler-582,18.49235668,2455006.49896,0.00104
Kepler-1409 b,Kepler-1409,0.764864926,2454965.13076,0.00248
Kepler-1444 b,Kepler-1444,33.42035034,2454992.13723,0.00204
Kepler-581 b,Kepler-581,40.6069821,2455032.25779,0.00322
Kepler-1516 b,Kepler-1516,7.25931979,2454964.71187,0.0039
Kepler-600 b,Kepler-600,23.67517607,2455012.27604,0.00184
Kepler-1537 b,Kepler-1537,1.444453798,2454965.80647,0.00129
Kepler-1447 b,Kepler-1447,56.6747285,2454993.45007,0.00547
Kepler-1488 b,Kepler-1488,39.8189932,2454999.64673,0.00626
WASP-156 b,WASP-156,3.8361623,2458414.13606,0.00031
Kepler-1538 b,Kepler-1538,175.138819,2455129.03986,0.00961
Kepler-1448 b,Kepler-1448,12.27065865,2454970.57044,0.0038
Kepler-1493 b,Kepler-1493,15.0217983,2454976.70194,0.00666
Kepler-1519 b,Kepler-1519,240.7989397,2455167.14185,0.00183
Kepler-688 b,Kepler-688,3.895936844,2455003.527525,0.000163
Kepler-1450 b,Kepler-1450,54.5094166,2454973.82631,0.00667
Kepler-1494 b,Kepler-1494,91.080482,2455046.7586,0.0163
Kepler-1495 b,Kepler-1495,85.273256,2455015.3682,0.0204
Kepler-1520 b,Kepler-1520,0.653553572,2454965.059231,0.000202
Kepler-637 b,Kepler-637,23.20584623,2455013.76141,0.00174
Kepler-1607 b,Kepler-1607,13.6473676,2454965.2362,0.0146
Kepler-1496 b,Kepler-1496,64.6588017,2455003.17832,0.00909
Kepler-937 c,Kepler-937,153.343364,2455023.537,0.0144
Kepler-1065 c,Kepler-1065,2.37030743,2454966.67485,0.00674
Kepler-1067 b,Kepler-1067,0.762129261,2454964.62001,0.00253
Kepler-578 b,Kepler-578,1.616883696,2455002.803484,0.000615
Kepler-689 b,Kepler-689,22.36656079,2455008.45508,0.00361
Kepler-1460 b,Kepler-1460,29.9633247,2454982.94193,0.00623
Kepler-1498 b,Kepler-1498,48.051405,2454973.501,0.0155
Kepler-1073 c,Kepler-1073,4.02582254,2454968.42601,0.00349
Kepler-701 b,Kepler-701,10.35533177,2455003.93685,0.00149
Kepler-1611 b,Kepler-1611,5.1762429,2454966.7437,0.0116
Kepler-624 b,Kepler-624,14.58649607,2455005.2223,0.00158
Kepler-1462 b,Kepler-1462,65.6488341,2455007.79419,0.00779
Kepler-1500 b,Kepler-1500,15.0330105,2454964.90421,0.00954
Kepler-1522 b,Kepler-1522,1.847889171,2454965.19975,0.00113
Kepler-625 b,Kepler-625,7.75192492,2455009.1727,0.00111
Kepler-1612 b,Kepler-1612,3.91795101,2454965.86406,0.0055
Kepler-1464 b,Kepler-1464,31.7785901,2454969.76851,0.00551
Kepler-1464 c,Kepler-1464,5.32786292,2454966.5483,0.00642
Kepler-1504 b,Kepler-1504,82.304003,2454992.038,0.018
Kepler-1505 b,Kepler-1505,30.8609366,2454971.31545,0.0065
Kepler-1523 b,Kepler-1523,0.93875077,2454964.68214,0.00102
Kepler-1085 b,Kepler-1085,219.3217528,2455153.7286,0.00233
Kepler-1613 b,Kepler-1613,1.5184299,2454965.131,0.109
Kepler-1614 b,Kepler-1614,3.9466141,2454965.24559,0.00504
Kepler-1468 b,Kepler-1468,8.23984869,2454970.75457,0.00392
Kepler-1507 b,Kepler-1507,16.0506213,2454974.73323,0.00666
Kepler-1509 b,Kepler-1509,25.4338197,2454976.1287,0.0114
Kepler-1086 c,Kepler-1086,161.5163345,2455009.49766,0.00404
Kepler-1524 b,Kepler-1524,70.9674603,2455015.66735,0.00189
Kepler-1616 b,Kepler-1616,6.76284377,2454968.6798,0.00873
Kepler-1645 b,Kepler-1645,16.1779561,2454965.33629,0.00522
Kepler-741 b,Kepler-741,7.03902374,2455008.73021,0.00168
Kepler-564 b,Kepler-564,3.750832285,2455004.151847,0.000251
Kepler-594 b,Kepler-594,13.64618192,2455013.34816,0.00206
Kepler-154 d,Kepler-154,20.54981883,2455011.94612,0.00102
Kepler-642 b,Kepler-642,4.41745855,2455003.79162,0.00119
Kepler-643 b,Kepler-643,16.33889626,2455010.916757,0.000877
Kepler-726 b,Kepler-726,21.80451088,2455023.49775,0.00163
Kepler-1143 c,Kepler-1143,210.630591,2455133.72799,0.00643
Kepler-148 d,Kepler-148,51.84688575,2455003.081373,0.000399
Kepler-673 b,Kepler-673,3.728731093,2455004.793449,0.000196
Kepler-674 b,Kepler-674,2.243381847,2455003.678894,0.000945
Kepler-712 b,Kepler-712,21.02247699,2455040.67707,0.00167
Kepler-1628 b,Kepler-1628,76.378033,2454979.3458,0.0318
Kepler-1388 e,Kepler-1388,37.6327084,2454991.8322,0.0225
Kepler-655 b,Kepler-655,46.4063358,2455025.99547,0.00226
Kepler-565 b,Kepler-565,4.243747226,2455006.563261,0.000556
Kepler-676 b,Kepler-676,11.59822172,2455013.395487,0.000931
Kepler-675 b,Kepler-675,2.33743801,2455004.761824,0.000687
Kepler-1630 b,Kepler-1630,509.997402,2455109.73122,0.00391
Kepler-1482 b,Kepler-1482,12.25383217,2454976.70311,0.00473
Kepler-587 b,Kepler-587,10.94027841,2455003.30652,0.00206
Kepler-657 b,Kepler-657,24.54350418,2455020.91953,0.00212
Kepler-483 b,Kepler-483,30.229104,2454967.52038,0.00197
Kepler-572 b,Kepler-572,17.20523483,2455008.05811,0.00102
Kepler-714 b,Kepler-714,8.098887986,2455009.623889,0.000218
Kepler-623 b,Kepler-623,9.07097734,2455011.34331,0.00108
Kepler-658 b,Kepler-658,1.287076762,2455002.815442,0.000739
Kepler-680 b,Kepler-680,3.689926291,2455003.36461,0.00208
Kepler-1633 b,Kepler-1633,186.404271,2455049.2211,0.0268
Kepler-605 b,Kepler-605,3.383538066,2455002.63954,0.0012
Kepler-727 b,Kepler-727,5.154484417,2455004.63928,0.00133
Kepler-1518 b,Kepler-1518,5.11177904,2454966.75648,0.00782
Kepler-588 b,Kepler-588,4.221625357,2455006.699875,0.000902
Kepler-589 b,Kepler-589,16.54964934,2455004.69418,0.00219
Kepler-573 b,Kepler-573,22.18329658,2455002.49687,0.00176
Kepler-596 b,Kepler-596,21.30022655,2455022.70556,0.00154
